C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0032.jpg	572	1193	2.24479e+10	0.109918	510428500755
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0033.jpg	1600	2560	1.52491e+11	0.0476916	36899082427459
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0034.png	1920	1080	4.84634e+10	0.0531188	1837838872268
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0035.png	3531	3531	1.25422e+10	0.00448799	12467961109678
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0036.jpg	853	1280	4.7951e+10	0.100375	840217795499
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0037.jpg	954	1108	3.38075e+10	0.0870561	846382924005
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0038.jpg	1028	1804	6.66589e+10	0.0696609	15641791217253
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0039.jpg	1152	1536	6.42516e+10	0.0716781	14834711054814
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0040.jpg	1080	1920	5.76075e+10	0.057914	1811599855981
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0041.jpg	1754	1240	2.73916e+10	0.0380708	2016780281227
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0042.jpg	1222	1242	7.39649e+10	0.0896673	12058331203045
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0043.jpg	946	1076	3.93559e+10	0.0975421	789952746180
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0044.jpg	1276	1536	9.76437e+10	0.0797725	16038621646321
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0045.jpg	1948	1766	1.43957e+11	0.0551735	30302992725019
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0046.jpg	800	1600	7.04512e+10	0.103778	975085943370
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0047.jpg	944	1392	6.80175e+10	0.0993223	10143911095228
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0048.jpg	1496	900	6.25305e+10	0.0929435	10593141091162
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0049.jpg	1164	1560	7.97317e+10	0.077808	14946941521581
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0050.jpg	1095	1402	5.96896e+10	0.0796342	12568011069106
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0051.jpg	1052	1646	6.14918e+10	0.0716571	14518051412069
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0052.jpg	1180	2082	9.56031e+10	0.0629681	21140841998747
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0053.jpg	2000	3000	2.59657e+11	0.0424805	54903934798191
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0054.jpg	1858	1858	1.98019e+11	0.0644849	29571812806946
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0055.jpg	1576	1260	6.74024e+10	0.0654152	16963031707226
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0056.jpg	826	1193	4.92722e+10	0.112742	730925710894
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0057.jpg	803	1193	4.30825e+10	0.108445	719710709613
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0058.jpg	894	893	1.08699e+10	0.0653654	682072645212
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0059.jpg	964	1544	6.71815e+10	0.0871419	11914931028309
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0060.jpg	1078	1452	6.38461e+10	0.0807779	12770441196568
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0061.jpg	2334	1760	9.53192e+10	0.0375962	38145252577426
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0062.jpg	1647	1872	1.10925e+11	0.0540408	27250881915714
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0063.jpg	1714	1558	4.44392e+10	0.0394925	24656401489416
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0064.jpg	1068	1431	8.15437e+10	0.0934978	12004491147467
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0065.jpg	1496	996	8.78244e+10	0.0995274	11495291196265
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0066.jpg	3000	2400	2.11057e+11	0.0319143	68011233360356
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0067.jpg	1918	1458	1.04634e+11	0.0578696	24434372320421
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0068.jpg	1242	1770	7.62529e+10	0.0628476	18923921917842
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0069.jpg	1612	1862	6.0502e+10	0.0409959	27588881525561
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0070.jpg	1200	1920	1.31126e+11	0.0786354	18918352050379
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0071.jpg	628	1680	3.41478e+10	0.0876687	843244889450
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0072.jpg	4600	4600	1.64638e+11	0.00958866	211600005728564
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0073.png	1536	2048	2.29961e+10	0.0241137	3042053298431
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0074.jpg	3301	2495	9.93728e+10	0.0191428	80847312950709
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0075.jpg	2385	4240	2.72234e+11	0.0258056	97294298006706
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0076.jpg	1365	2048	1.79122e+11	0.0757426	23153612282757
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0077.jpg	2136	2373	2.69637e+11	0.0512444	45177643228555
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0078.jpg	1248	1760	1.36538e+11	0.0841704	17739731383525
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0079.jpg	3000	2000	2.26557e+11	0.0396805	55367814303338
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0080.jpg	1966	1426	8.60899e+10	0.0523591	24904342049815
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0081.jpg	1734	1510	4.63536e+10	0.0411368	24056451440064
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0082.jpg	1732	1344	9.31055e+10	0.0655823	19874972021001
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0083.png	2560	1440	1.50618e+11	0.052666	32717082358947
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0084.jpg	3000	2015	2.82415e+11	0.0439733	55068224147600
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0085.jpg	1322	1548	5.50487e+10	0.0573627	17908421591738
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0086.jpg	1031	1500	7.55347e+10	0.0889283	12314081322439
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0087.jpg	1328	1748	9.07916e+10	0.0649427	19857781679962
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0088.jpg	1080	1920	4.17522e+10	0.0493035	1858999584672
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0089.jpg	1200	1600	8.66989e+10	0.0767331	15855181580325
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0090.jpg	2228	1873	2.21076e+11	0.0563629	36627713148700
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0091.jpg	1365	2048	1.07476e+11	0.0586701	24367752342267
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0092.jpg	2312	1916	1.44524e+11	0.042929	40480922920440
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0093.jpg	1995	1324	1.57964e+11	0.0752808	21907191608559
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0094.jpg	1724	1553	1.08242e+11	0.0614773	23142381961916
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0095.jpg	2396	1502	6.58016e+10	0.0356568	33613681456755
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0096.jpg	1933	1193	7.33806e+10	0.0587718	20095221737128
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0097.jpg	1628	1146	8.68222e+10	0.0790242	15301541669759
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0098.jpg	1241	1215	4.91714e+10	0.07359	12568971172763
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0099.jpg	2428	1866	1.14576e+11	0.0373719	42099813606094
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0100.jpg	1416	2128	1.56078e+11	0.0655924	25726522310386
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0101.jpg	1800	2800	1.74461e+11	0.0414548	46261643402219
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0102.jpg	1800	3600	1.29344e+11	0.0277605	61980073780604
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0103.JPG	4000	6000	1.32647e+09	0.00074507	240000002
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0104.jpg	2172	1293	1.67144e+11	0.0728314	23463652125958
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0105.jpg	1861	2790	1.81011e+11	0.0409878	47725512708285
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0106.jpg	1404	1980	1.37387e+11	0.0667063	23655382143947
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0107.jpg	1487	1980	1.46589e+11	0.0650565	25177882120441
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0108.jpg	2086	2781	3.72844e+11	0.0526495	51488364953369
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0109.jpg	2172	1343	1.46577e+11	0.0656628	24899492320668
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0110.jpg	1955	3000	3.85898e+11	0.0529804	52003265086545
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0111.jpg	638	1600	4.54772e+10	0.104567	775806803722
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0112.jpg	2351	1619	1.09155e+11	0.0434215	34731542651627
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0113.jpg	2242	1496	7.66115e+10	0.0412832	30802201734874
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0114.jpg	1932	2576	2.08527e+11	0.045897	45076334326440
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0115.jpg	1440	2560	9.08237e+10	0.0408964	3389391491550
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0116.jpg	1831	1242	1.08119e+11	0.0723428	19027511736977
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0117.jpg	1363	2048	1.45446e+11	0.0683522	23636532172704
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0118.jpg	1594	2008	1.18919e+11	0.0538985	28302092076854
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0119.jpg	2558	2042	1.56303e+11	0.0378594	48466273774486
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0120.jpg	2721	1929	3.62085e+11	0.0573457	45934393698279
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0121.jpg	2776	4000	2.91335e+11	0.024311	107316658652933
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0122.jpg	1440	2560	1.35874e+11	0.0500218	32977701975617
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0123.jpg	2160	5120	4.28253e+11	0.0295957	105196658463368
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0124.jpg	1384	2223	1.68544e+11	0.0667572	26176232182711
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0125.jpg	1500	1500	8.17564e+10	0.0635808	19326131319468
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0126.jpg	1080	1920	1.31077e+11	0.0873607	16588561524505
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0127.jpg	2721	1928	3.03957e+11	0.0525685	46573073720773
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0128.jpg	2722	1927	1.75488e+11	0.0399488	48364403272396
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0129.jpg	1654	2081	1.40287e+11	0.0544372	30385921661353
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0130.jpg	2756	5884	2.70106e+11	0.0160278	1606863411391456
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0131.tif	694	920	2.31111e+10	0.119198	464590460050
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0132.jpg	1200	1800	6.5895e+10	0.0594607	18783541529360
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0133.jpg	1807	1807	1.61382e+11	0.0615479	28217842556831
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0134.jpg	2815	2255	2.36035e+11	0.0382821	58824273407722
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0135.jpg	3648	5472	3.63773e+11	0.0151098	1983490016006931
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0136.jpg	3066	1908	1.37133e+11	0.0316633	55300194793965
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0137.jpg	2160	4096	2.19266e+11	0.0264715	84952486694696
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0138.jpg	1065	1600	9.29553e+10	0.0895302	13543841412860
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0139.jpg	1916	1924	7.07034e+10	0.0360822	34387801965220
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0140.png	1080	1920	8.61365e+10	0.0708178	17429231295155
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0141.jpg	2392	1392	1.18834e+11	0.0517934	29628492527660
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0142.jpg	1170	1800	6.56412e+10	0.0608685	18236851486791
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0143.jpg	2648	5973	4.81465e+11	0.0219405	1539568710157688
C:\Users\jwryu\Google Drive\RUG\2018\AlphaTree\imgdata\Colour\Colour_0144.jpg	1710	1134	1.10156e+11	0.0856399	15592781619649
